CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,activity_date,year,month,location_order,location_name
Calcium,Total Recoverable,78.9,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.371,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.34,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.76,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.82,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Aluminum,Total Recoverable,353,ug/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,779,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1450,uS/cm,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
"Hardness, carbonate",Total,420,mg/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,612,uS/cm,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.8,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1127,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.46,None,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,22.4,meq/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.48,None,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.76,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.28,None,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1769,uS/cm,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,754,uS/cm,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,404,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,781,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.299,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0,meq/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,16.8,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,1290,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.33,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,442,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1923,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.85,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1140,umho/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,773,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.8,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,770,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,785,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1784,uS/cm,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,1.491,meq/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.34,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,1.47,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.47,None,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.29,None,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1441,uS/cm,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,44,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.109,meq/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,771,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,502,ug/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1126,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,372,mg/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,55.1,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,71.6,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,20.93,meq/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.32,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Manganese,Total Recoverable,0.269,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.541,meq/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.12,None,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,282,mg/L,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,82.4,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.15,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.82,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,770,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.15,None,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1126,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0,%,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.401,meq/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1445,uS/cm,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,NA,NA,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.83,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.95,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.54,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,NA,NA,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.88,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,344,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Manganese,Total Recoverable,0.469,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,783,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,773,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1923,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,17,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,21,mg/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.81,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1923,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,774,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Aluminum,Total Recoverable,256,ug/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,12.44,meq/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,774,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,876,umho/cm,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1126,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.02,None,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,771,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.555,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Chloride,Dissolved,16.4,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,1.47,%,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,401,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,779,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.91,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,407,mg/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,63.6,mg/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,23.62,meq/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.6,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1862,uS/cm,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Bicarbonate,Total,456,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.41,None,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Manganese,Total Recoverable,0.516,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.36,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
"Hardness, carbonate",Total,303,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1308,uS/cm,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.27,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,99.8,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Sulfate,Dissolved,265,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.8,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Bicarbonate,Total,215,mg/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1858,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.65,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,771,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,772,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,773,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1085,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.31,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.79,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,785,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.85,None,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,777,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.95,None,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.54,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.68,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1124,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,3.22,None,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Iron,Total Recoverable,0.258,mg/L,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,116,mg/L,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.33,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.61,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,83.5,mg/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.29,None,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,81.5,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,242,mg/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,7,mg/L,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,2.37,%,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.32,None,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Total dissolved solids,Total,1260,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1126,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Manganese,Total Recoverable,0.152,mg/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.37,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Aluminum,Total Recoverable,66,ug/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.79,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,772,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,1054,uS/cm,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.3,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sum of anions,Total,21.38,meq/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
"Alkalinity, total",Total,328,mg/L,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,34.6,%,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.418,meq/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2048,uS/cm,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.65,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,36.9,%,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,23.89,meq/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,352,ug/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.38,None,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.99,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.586,meq/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,770,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Calcium,Total Recoverable,67.5,mg/L,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.48,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,1.79,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.27,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.32,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,3.47,%,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,5.16,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.33,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Cations-Anions,Total,1.044,meq/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,772,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.68,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2046,uS/cm,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,611,uS/cm,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.33,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Calcium,Total Recoverable,79.8,mg/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,16.13,meq/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.849,meq/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Carbonate,Total,NA,NA,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1776,uS/cm,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,2047,uS/cm,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,22.55,meq/L,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Iron,Total Recoverable,0.116,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.65,None,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,1400,umho/cm,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,624,uS/cm,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,779,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,8.54,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.92,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Zinc,Total Recoverable,NA,NA,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.8,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.78,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Selenium,Total Recoverable,NA,NA,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1101,uS/cm,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,36.7,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,774,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Conductivity,Total,1140,umho/cm,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,13.1,ug/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,254,mg/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.48,%,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.36,None,6/27/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Selenium,Total Recoverable,NA,NA,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,725,uS/cm,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Cations-Anions,Total,0.352,meq/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,5.25,ug/L,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1135,uS/cm,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.97,None,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,Total,8.5,None,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.76,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,206,mg/L,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1922,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Conductivity,Total,2060,umho/cm,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.12,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
pH,NA,7.77,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,572,mg/L,9/17/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.34,None,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Sulfate,Dissolved,311,mg/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.98,None,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Zinc,Total Recoverable,NA,NA,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.34,None,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,1.69,None,6/11/2013,2013,6,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,30,mg/L,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.67,None,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Calcium,Total Recoverable,73,mg/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of cations,Total,13.52,meq/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Aluminum,Total Recoverable,NA,NA,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,7.77,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,770,uS/cm,9/12/2013,2013,9,21NDHDWQ_WQX-382003,Lake Sakakawea
Chloride,Dissolved,28.2,mg/L,8/5/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
pH,NA,8.29,None,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,780,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
Specific conductance,NA,618,uS/cm,5/28/2013,2013,5,21NDHDWQ_WQX-381171,Lake Ashtabula
Sum of anions,Total,11.77,meq/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1126,uS/cm,7/22/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium,Total Recoverable,49.6,%,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Magnesium,Total Recoverable,48.8,mg/L,7/8/2013,2013,7,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,1858,uS/cm,9/5/2013,2013,9,21NDHDWQ_WQX-381171,Lake Ashtabula
Sodium adsorption ratio [(Na)/(sq root of 1/2 Ca + Mg)],Total Recoverable,4.76,None,8/19/2013,2013,8,21NDHDWQ_WQX-381171,Lake Ashtabula
Specific conductance,NA,785,uS/cm,8/16/2013,2013,8,21NDHDWQ_WQX-382003,Lake Sakakawea
